gene_symbol GSM2310360	GSM2310361	GSM2310362	GSM2310363	GSM2310364	GSM2310365	GSM2310366	GSM2310367
ADM	96653.19	64382.137	108530.945	53627.76	98082.03	58330.105	162159.98	73669.48
ADM2	685.5218	700.7124	707.62994	680.42065	696.9236	610.1396	1052.0651	946.0313
ADNP	5273.799	9451.898	6218.8423	7450.8125	5323.6978	8501.677	6882.3833	8153.9385
ADNP2	949.462	1402.563	1207.3641	1134.4576	1098.0232	1295.7622	1370.171	1370.2344
ADO	889.8537	898.88794	950.0465	713.5654	1149.4348	914.343	1137.093	834.4873
ADORA2A	273.3225	249.47523	266.5633	246.1428	260.399	246.38031	352.29517	219.17566
ADORA2B	28389.932	40429.926	28291.072	34277.17	26148.342	38724.25	33363.03	38184.242
ADORA3	20.368214	27.77867	22.204493	19.5471	23.570421	20.95167	21.752497	18.546091
ADPGK	3295.2703	3725.1501	3680.1812	2945.5933	3044.9175	3128.6123	4221.132	3767.6118
ADPRH	814.2891	1132.3359	799.964	954.8365	760.05634	1128.6622	953.7262	954.1632
ADPRHL1	123.40859	387.12198	139.85515	313.44064	110.17199	366.16373	159.59563	338.17667
ADPRM	684.65454	704.97144	632.61224	577.4356	594.41956	640.2958	826.97284	700.46466
ADPRS	2456.8794	3371.7686	2441.817	2946.086	2219.4695	3167.7502	3181.4285	3437.7993
ADRA1A	1623.4512	1798.4153	1560.3383	1678.8746	1506.482	1658.9739	1598.1986	1584.3527
ADRA1B	13119.657	12178.712	14365.654	9385.739	12780.393	11091.583	16732.12	10867.461
ADRA1D	26.191021	92.844475	30.449873	82.328705	23.455404	82.7989	34.243027	75.91013
ADRA2C	1593.6707	2365.4065	1948.9728	2164.4336	1744.7141	2185.7637	2319.8552	2103.215
ADRB1	4069.4382	4248.852	4691.4214	3901.6553	4157.393	4026.7441	4704.116	3673.8906
ADRB2	1956.8605	1754.4382	2143.5613	1479.8427	1897.2	1602.3623	4168.362	1650.1443
ADRB3	62.61905	49.299377	51.452873	53.719112	95.50957	96.50509	92.65055	88.04478
ADRM1	8390.639	8137.892	7471.4434	7299.355	7137.9277	7390.7656	8535.554	8265.536
ADSL	9146.609	9308.758	9131.156	7760.8193	8620.433	8565.929	10018.14	8197.672
ADSS1	577.0594	1345.7766	650.2757	1160.2697	569.229	1142.1101	623.0623	1114.3748
ADSS2	2927.6274	4896.396	3615.883	3850.8728	3201.995	4538.587	3727.9707	4056.6833
ADTRP	19.995928	28.630857	22.71005	20.055994	23.854563	21.37848	22.329489	47.992477
AEBP2	1441.9457	1965.34	1745.1283	1553.063	1501.8079	1743.9808	2069.2998	1614.1906
AEN	1669.2736	1393.1674	1636.5264	1308.4321	1542.129	1393.3948	2572.4053	1928.394
AFAP1	1003.3039	2391.2747	1340.2201	2070.371	1200.539	2214.1238	1318.4977	2086.4731
AFAP1-AS1	1162.679	1248.5034	1438.1542	1089.3497	1224.3523	1168.1873	1486.6619	1122.46
AFAP1L1	6034.0557	7696.814	5864.6294	6321.035	5445.2437	7081.2075	6302.5723	6377.7554
AFAP1L2	3643.0056	5264.1406	4083.3857	4421.8887	3617.449	4901.652	4471.3843	4127.48
AFDN	6831.635	10302.519	8156.1436	8320.025	7445.1606	9163.749	8595.305	8677.468
AFF1	159.52007	266.1393	191.26494	194.11972	150.47334	227.29063	167.04945	209.84393
AFF3	20.073097	28.500734	22.646069	25.992228	23.812489	21.322008	22.232576	18.933271
AFF4	2124.707	3279.108	2342.274	2530.8623	2105.0078	2901.2188	2731.2095	2915.3335
AFG1L	2645.306	1499.2151	2611.5486	1261.8468	2365.8083	1302.5708	3000.395	1211.3148
AFG3L1P	5104.3604	7864.562	5744.0786	7122.5435	5166.5337	6509.789	6033.1064	9060.185
AFG3L2	894.021	981.86163	826.98926	882.5288	728.33105	952.11304	1062.9259	888.9136
AFMID	725.2428	859.4754	731.4082	750.23956	749.01117	875.0872	1185.1129	864.5468
AFTPH	3062.9612	3505.392	2841.017	3040.8745	2766.4915	3151.803	3536.662	3365.9963
AGA	1726.8251	2669.7134	1763.8469	2254.4612	1685.5945	2571.1184	1883.0153	2222.898
AGAP1	1462.1687	1931.5874	1543.9722	1751.4082	1464.0402	1780.8241	1731.9042	1671.188
AGAP11	239.22638	261.1188	510.58215	218.43626	176.22702	228.68256	228.92827	244.82393
AGAP2	19.684294	26.121922	20.807285	18.65641	22.65682	24.366123	21.04149	17.77308
AGAP2-AS1	642.168	738.29047	629.7342	660.1891	590.81165	683.95746	751.23755	765.8618
AGAP3	11925.802	20937.281	12389.181	17232.604	11881.877	19689.016	14659.809	17765.678
AGAP7P	1085.4437	1432.5135	1174.2013	1238.5784	1097.0785	1174.4171	1233.4579	1458.8341
AGBL1	216.3113	191.76178	207.12076	214.80586	181.97458	197.26778	188.86125	178.25296
AGBL2	615.965	255.34146	159.83133	133.78838	139.25288	124.40621	186.85754	125.94868
AGBL3	463.9588	612.96857	471.4704	548.33264	471.72134	622.3745	516.1693	580.6405
AGBL4	126.87811	109.11501	114.98251	81.440735	109.31593	111.8568	110.26743	90.35224
AGBL5	668.41516	813.61816	743.63025	699.74316	700.7018	760.9723	865.8983	759.4406
AGER	206.63187	260.91504	228.3559	229.70462	246.81424	243.90681	236.8734	244.10722
AGFG1	2676.9358	2490.051	2438.9102	2219.1116	2469.1882	2394.226	2758.7336	2103.521
AGFG2	545.1172	671.40295	579.09845	583.12994	567.47485	634.02014	612.2696	571.96173
AGGF1	1760.3292	4003.7717	1919.6361	3190.0688	1634.0477	3443.7175	1865.3585	3018.7615
AGK	755.7802	581.90814	761.0935	514.57324	675.69775	502.14264	806.0087	548.29675
AGL	1913.0603	2872.4246	2081.276	2392.992	1886.1559	2709.225	1997.0985	2146.1304
AGMAT	630.6924	506.3157	680.2223	471.7753	601.9415	488.7946	787.1308	448.05597
AGO1	8190.5977	11115.261	8597.953	10289.362	8397.586	10437.084	9545.171	9864.571
AGO2	5679.6157	5906.7607	6000.06	5138.791	5623.6406	5389.5723	7795.3247	5751.427
AGO3	3693.4512	4643.3896	3828.3418	3998.7014	3441.7285	4213.145	4629.882	4175.2695
AGO4	173.40448	303.2059	187.34694	251.08327	175.88026	294.5097	245.44203	340.94897
AGPAT1	10358.159	15464.849	10856.999	13554.706	10117.007	14312.744	11327.304	14531.9
AGPAT2	36271.2	40838.55	37905.066	34338.586	35925.438	37934.22	42398.99	34399.973
AGPAT3	6169.96	9950.99	7283.3486	7963.819	6936.6807	9199.929	8103.3164	8541.632
AGPAT4	1397.6143	3374.0696	1628.5331	2761.58	1349.1301	3074.0564	1896.3712	2791.1719
AGPAT4-IT1	226.53786	300.9636	286.87814	257.85223	256.09766	254.24138	323.28403	299.34396
AGPAT5	808.48206	2144.545	889.12573	1768.6794	810.29047	1998.188	1014.51276	1848.8534
AGPS	3568.5674	6636.3647	3725.857	5480.9014	3330.6821	6318.6494	3910.7341	5389.2446
AGR2	6024.4067	11422.617	5649.1855	10271.096	5113.2725	10350.076	5710.3384	8222.882
AGRN	7657.8633	13193.154	8760.845	11630.563	8239.085	11812.327	9120.364	12304.707
AGRP	91.93304	136.95255	111.1919	127.23229	120.41632	152.87158	127.53868	151.73463
AGTPBP1	1528.4728	2511.4814	1871.461	2047.5547	1665.3279	2259.6968	1903.6924	2059.9482
AGTRAP	1965.7532	3333.6978	2345.6548	2898.1824	2051.5203	3043.7986	2435.7876	3204.197
AGXT	92.67135	86.495186	166.95445	49.797516	39.79919	54.715897	27.508963	73.17339
AHCTF1	1099.4641	1406.124	1191.0148	1094.5519	1092.5437	1341.3474	1584.0165	1355.6598
AHCY	3889.5574	3201.4277	3764.617	2909.2827	3633.53	3138.9722	4429.9897	3023.2986
AHCYL1	20049.238	21216.893	21365.926	16158.101	18495.44	18965.002	23220.43	18945.293
AHCYL2	1288.0583	1460.5448	1311.1586	1205.6031	1129.5646	1294.0178	1377.8113	1091.0548
AHDC1	6311.77	6632.339	5204.545	6363.6895	4953.514	5665.4644	5517.019	5758.75
AHI1	323.42896	647.7124	289.7355	555.405	287.7577	616.70526	326.16513	655.1249
AHI1-DT	20.070889	27.729584	22.141102	19.479458	23.327312	20.834593	21.624746	64.655464
AHNAK	111276.7	131997.48	129229.516	110129.266	114251.32	117960.805	130698.41	97062.58
AHNAK2	3277.4001	5425.278	3504.565	5123.2397	3285.0938	5050.1006	3538.133	4520.642
AHR	1918.0074	3639.4844	1903.6018	2959.1355	1756.3135	3296.3682	2411.063	3607.758
AHRR	549.31976	930.00793	575.1054	744.0944	553.12714	782.5404	610.61163	743.9572
AHSA1	6544.431	7498.4883	7560.5347	6529.1304	7041.778	7057.5615	8312.164	6970.7925
AHSA2P	6125.659	10101.195	7868.7793	8699.194	6748.1035	7572.9697	7809.828	11118.083
AHSG	28.129223	32.496277	24.717459	18.49428	33.481503	36.736298	41.08784	30.867142
AICDA	19.60122	29.675444	23.24042	20.539669	24.197378	21.839151	23.202612	19.77661
AIDA	1131.2129	1324.5682	920.69806	1236.4065	956.8862	1237.5889	1113.5839	1148.7899
AIF1	25.389894	90.402214	86.436714	72.76679	72.51089	483.4139	96.59667	92.75114
AIF1L	1732.4343	2844.4897	2189.525	1781.1985	2190.1416	2658.499	2928.51	2534.6108
AIFM1	37536.805	53748.32	42681.348	45884.06	39327.383	49447.953	46406.887	43358.234
AIFM2	3242.486	4930.4863	3817.3594	4072.7349	3435.271	4442.1943	4629.861	4938.3213
AIG1	2021.3573	2249.1338	2021.9012	1917.323	2019.9589	2111.3528	2287.4067	2003.9327
AIMP1	15031.059	15752.973	15686.334	13333.416	14710.501	14491.62	18391.71	13986.317
AIMP2	45595.008	44853.72	48012.92	37143.8	44297.875	40956.586	54845.074	37971.297
AIP	9671.41	12192.147	10085.223	10381.5205	9079.55	10916.124	9953.142	11650.593
AIPL1	19.79127	27.480919	21.858	19.442608	23.57293	20.954647	22.003775	18.80264
AIRE	55.516422	47.46527	52.326946	58.17145	82.286514	85.81802	78.73476	91.5294
AJUBA	7745.116	9347.599	8637.722	8027.0093	8281.386	8237.832	7833.2603	6929.9575
AK1	3802.553	4746.227	3969.7097	4164.5444	3737.7227	4391.416	4215.6074	4246.541
AK2	33646.613	25166.748	35586.242	21328.334	34105.195	24124.068	46296.4	22934.371
AK3	4250.591	4531.8623	4563.551	3586.1045	4135.1235	4252.502	5111.16	3465.581
AK4	1546.1906	1823.2906	1532.3646	1492.9677	1360.2081	1785.3774	1804.4694	1495.5082
AK5	304.55496	371.62766	321.42017	312.63092	317.8244	385.32004	390.51776	328.50592
AK8	70.553185	87.824036	82.27332	154.04149	77.85502	92.81189	100.967	115.4893
AK9	226.43277	476.72412	48.36682	99.69819	26.18177	146.82048	42.569168	94.71517
AKAP1	15555.257	19688.912	16610.17	16180.386	15321.954	17802.344	18568.28	16425.914
AKAP10	389.0622	505.45325	311.54642	494.8383	342.4083	429.78116	461.21988	471.39313
AKAP11	3715.7825	7309.3213	4042.3618	5907.6396	3645.8894	6875.6714	4212.666	5903.26
AKAP12	17046.547	24967.773	16890.23	20792.213	15287.819	23710.922	22491.129	24001.78
AKAP13	10110	17023.754	11538.464	14044.834	10098.191	15301.559	12570.679	13860.144
AKAP17A	5432.5776	5807.549	5842.1333	4719.4155	5536.7734	5164.318	7150.934	5691.0635
AKAP3	19.942322	26.223946	20.728882	18.490143	22.25091	19.731506	20.859287	17.208172
AKAP7	888.2945	2158.621	979.3077	1740.2726	947.6079	2054.1514	1067.2369	1752.8676
AKAP8	6368.1084	8117.6313	6951.163	6196.4663	5738.09	7015.1514	9202.605	8429.549
AKAP8L	3126.3816	2944.6023	3137.7979	2716.2332	2991.6433	2752.291	3719.282	3159.4167
AKAP9	1648.1537	2586.308	1870.0736	2276.7324	1668.8257	2350.1387	1921.7959	2339.7021
AKIP1	7781.907	7230.2603	8545.552	6280.4053	8001.1304	6703.838	9139.357	6242.7603
AKIRIN1	20176.273	24137.69	20213.625	20336.365	18830.352	22907.16	23543.54	20608.43
AKIRIN2	1984.5399	1714.0853	1887.3856	1662.1616	1756.181	1571.0472	2478.939	2022.7073
AKNAD1	143.37589	250.6564	132.85951	202.95085	108.681404	232.72348	150.22269	196.66306
AKR1A1	2983.347	6143.2744	3040.7297	5134.533	2775.5732	5746.2847	3212.5596	5390.1426
AKR1B1	5288.853	6443.004	6382.8545	5388.261	5745.206	5736.857	6606.6533	5717.281
AKR1B10	26.427185	45.451622	21.39208	38.24868	30.361597	61.764877	39.8935	50.838684
AKR1E2	39.733173	65.2464	82.194016	54.026783	46.1452	52.683098	58.565735	58.526108
AKR7A2	21301.268	33093.13	22813.574	26154.357	21670.191	29234.115	24274.371	27525.803
AKR7A2P1	1124.5216	1555.0765	1119.376	1357.5143	1110.644	1411.308	1127.5779	1414.2826
AKR7A3	4685.2666	6460.5835	4711.3296	5539.9106	4747.5386	5915.772	5017.9385	5578.2417
AKR7L	8249.902	12053.027	8884.472	10074.336	8341.37	11230.818	8869.045	10622.011
AKT1	7709.59	8538.115	7929.0605	7473.0737	7615.3433	7845.7803	8680.003	8015.2383
AKT1S1	5256.324	5474.1304	5378.568	4973.19	5292.182	5211.595	6136.845	5434.9985
AKT2	78114.85	100174.51	87311.445	86207.11	83794.2	94253.31	98372.15	93736.12
AKT3	1062.6583	1260.6545	1111.1846	1042.2378	1028.905	1197.2136	1167.9225	984.3493
AKTIP	830.3307	1401.498	778.7625	1289.9576	840.28564	1480.5021	1018.40314	1315.1464
ALAD	179.31815	188.04828	151.03688	171.32494	141.30164	198.12317	186.90732	177.55359
ALAS1	6098.4194	6537.3057	5996.309	5532.6206	5521.145	5947.965	6704.29	5864.4507
ALAS2	71.83018	70.10762	60.668304	79.34349	71.991325	75.18166	84.70855	78.181656
ALB	19.733013	26.491611	21.071333	18.87185	22.943838	20.39524	21.323078	17.973606
ALCAM	1238.4031	1902.6041	1191.774	1766.0835	1057.8398	1770.9338	1395.3821	1571.3661
ALDH16A1	1272.5748	1646.4843	1321.5919	1422.544	1274.4285	1460.3007	1358.905	1475.9115
ALDH18A1	1555.9731	1861.7775	1778.5348	1603.7621	1573.5208	1725.5425	1823.0303	1649.96
ALDH1A1	60.499844	33.582558	35.885414	94.63062	41.760624	54.656647	51.256065	148.49377
ALDH1A2-AS1	19.856739	27.78586	22.013348	19.60096	23.656248	21.018732	22.104338	18.882132
ALDH1A3	13484.079	24223.861	15061.523	20524.86	13925.384	22906.145	17719.807	20987.22
ALDH1B1	1755.0786	1682.5521	1675.9141	1537.1014	1545.0554	1628.1025	1904.6477	1646.6987
ALDH1L2	130.22041	103.6872	104.448875	100.28461	107.10707	112.59892	114.4832	94.65183
ALDH2	355.565	451.061	453.45294	379.12286	362.2965	461.35587	456.5159	393.3027
ALDH3A1	464.24597	316.65027	357.16214	417.9365	441.90018	316.17047	248.23013	333.13318
ALDH3A2	5951.7603	11041.414	6232.988	9743.981	5539.585	10849.157	6501.5747	9966.7705
ALDH3B1	428.7463	846.46716	456.87033	740.5888	384.96387	767.2898	463.42273	661.6452
ALDH3B2	31.733181	29.736769	30.045067	41.731895	48.790413	32.708134	34.288734	31.240774
ALDH4A1	3497.0808	10063.526	3995.7551	8765.536	3727.1577	9865.445	4290.1475	8819.963
ALDH5A1	99.80151	258.5488	112.4357	218.83856	91.80502	245.81825	116.13782	205.78781
ALDH6A1	177.7842	316.3952	184.36678	285.366	149.42093	292.07037	187.37308	251.05298
ALDH7A1	3342.4402	3834.3367	3353.468	3256.3643	3147.0188	3474.4834	3426.3174	3082.8538
ALDH9A1	3062.4854	5059.6304	2690.9253	4436.798	2530.74	4620.7583	3224.896	4039.1672
ALDOA	100609.85	100336.08	103405.35	88077.336	98910.62	93053.305	115267.69	94255.68
ALDOAP2	19.91365	29.258528	22.985271	20.282358	24.456999	21.7597	23.038177	19.59528
ALDOB	44.458878	44.26204	45.673523	45.58465	52.023575	67.82205	69.68338	55.783604
ALDOC	82.778534	121.88329	87.62229	107.08548	84.29001	110.11462	87.396286	92.951324
ALG1	5394.484	7173.9585	5862.075	5953.1846	5601.5654	6480.9785	6520.75	6171.1304
ALG10	679.64746	1173.4408	729.7609	940.952	666.9018	1054.1375	751.4541	964.42206
ALG10B	570.8384	1006.17773	567.8602	830.0596	510.38644	948.36804	638.00916	842.83124
ALG11	2393.5962	3071.3164	2227.5771	3436.97	1620.7855	2684.4546	1981.047	2534.1199
ALG12	504.3912	628.26105	493.47415	627.7463	458.8837	603.4646	526.1706	628.36615
ALG13	5292.609	7443.3003	5803.2354	6330.5312	5420.1055	7084.5596	6817.0728	6391.189
ALG14	2341.9783	2672.8337	2279.1282	2195.5442	2125.6777	2409.5366	2573.1248	2266.7686
ALG1L	1414.9839	1753.8052	1270.9347	1407.7794	1278.1998	1575.566	1469.7156	1430.9396
ALG1L2	1477.3043	1827.4559	1543.1458	1599.9999	1407.252	1669.6709	1590.9592	1605.851
ALG2	2171.3914	2065.1045	2079.6118	1716.4834	1944.6462	1906.696	2666.4893	2025.2292
ALG3	25743.428	29977.996	26457.201	25397.479	24486.25	28764.527	30881.26	26098.54
ALG5	16879.326	19349.06	16874.094	15505.569	15306.547	17503.676	19209.969	15765.025
ALG6	4671.347	4807.066	5110.721	4036.5303	4480.7314	4439.209	5358.7896	4043.022
ALG8	45783.59	59558.37	48699.1	48454.74	42984.305	56214.7	55959.508	50462.46
ALG9	725.2802	1584.9906	789.9633	1323.3114	685.2015	1433.1898	731.42126	1297.0691
ALKAL2	20.300413	28.054228	22.39049	19.716232	23.669373	21.108395	21.927711	18.700262
ALKBH1	455.2809	658.82935	477.87164	553.2343	461.1278	588.44305	485.72052	601.97015
ALKBH2	23702.412	21174.104	26515.96	17565.781	23572.848	19011.494	31261.252	20180.436
ALKBH3	1262.0729	1481.1345	1235.6057	1295.4342	1248.0208	1409.941	1746.3965	1353.321
ALKBH4	1035.5729	1441.5807	1207.1702	1272.3922	1089.3137	1302.7352	1080.5778	1153.8464
ALKBH5	2777.484	3063.8157	2665.4038	2787.4565	2634.335	2776.869	3014.2012	2678.3818
ALKBH6	1094.0223	1276.1104	1038.8708	1112.6862	1067.5121	1176.0858	1237.6282	1229.4512
ALKBH7	8044.911	9889.016	7252.0205	8289.18	7142.931	9179.166	8079.2427	8531.424
ALKBH8	991.6234	598.40186	858.9063	636.3501	769.46265	512.1388	898.4774	490.18237
ALMS1	2370.804	3138.1628	2542.4321	2595.3818	2283.4048	2719.51	2756.6138	2511.2625
ALMS1P1	172.48242	208.24174	210.99417	207.00989	152.9879	191.68834	185.03224	189.71155
ALOX12	20.545374	27.690338	22.125849	19.531744	23.678692	20.922977	21.731678	18.5118
ALOX12-AS1	520.1422	1114.5391	575.33014	953.326	544.1351	1139.552	649.2625	1009.0625
ALOX12B	29.412672	227.00226	41.21937	52.253548	82.2276	74.98266	48.095535	77.14587
ALOX15	63.66867	56.854576	41.986965	52.012848	146.40277	72.37455	64.70778	58.511505
ALOX15B	99.193	92.100525	83.036476	107.50689	79.57276	93.49565	95.90361	79.878296
ALOX5AP	276.1173	252.25703	272.12906	206.50862	267.3461	232.07481	298.89392	208.82547
ALOXE3	119.04678	102.87551	117.770325	119.08712	102.21112	109.91561	129.09882	105.11291
ALPG	9443.605	6595.1777	10387.691	5374.861	9305.589	6119.5557	9951.471	5248.935
ALPK1	85558.33	118271.25	101655.55	96553.19	87354.86	96322.03	94710.87	103001.89
ALPK2	19.868038	26.123613	20.953968	18.406096	22.324442	19.771002	20.497581	17.332954
ALPP	607.77826	700.30493	600.857	534.4215	1097.9099	604.80444	626.977	606.4142
ALS2	848.1133	1113.1438	902.5055	746.6423	722.4317	884.62274	1758.0732	1423.7151
ALS2CL	194.00139	289.53238	209.0271	317.17148	184.71524	264.33972	199.83116	268.4767
ALX1	19.578661	42.263588	20.80087	36.03181	21.90207	30.754642	20.183159	18.835228
ALX4	1004.64777	1761.5911	1042.3735	1278.6249	964.3392	1312.2208	1132.431	1165.5731
ALYREF	20001.252	15108.63	20727.139	12709.446	19830.107	14741.583	25758.525	14085.39
AMACR	626.8941	936.68854	780.06805	889.9419	712.027	927.1469	829.88184	838.5976
AMBRA1	5569.145	7327.143	5776.5015	6346.676	5541.936	6760.775	6307.8076	6692.8306
AMD1	35862.656	41981.1	37485.676	34361.227	33123.484	41728.58	49133.527	38927.67
AMDHD1	52.27272	155.97511	57.825268	118.398224	55.103294	142.84839	59.739246	392.95398
AMDHD2	1892.0776	3840.5847	2067.551	3401.3586	1879.7023	3734.749	2216.4653	3477.3418
AMER1	800.8295	896.0616	840.3767	713.7022	799.9122	799.5215	750.9992	565.56757
AMFR	1936.4379	3356.9236	1823.1653	2893.4658	1909.1428	3191.5413	2406.6204	2945.8367
AMH	378.7649	444.52408	443.16684	470.10236	415.5665	437.59335	397.4407	490.92917
AMHR2	161.14337	129.80762	182.84909	119.96727	144.6754	180.11482	151.56061	175.80675
AMIGO1	128.12376	166.23227	122.1487	161.96729	109.00759	151.32965	126.9365	125.27151
AMIGO2	4414.275	4165.775	4196.1016	3933.5183	3364.579	3863.361	5830.397	5030.293
AMIGO3	402.97293	521.4635	415.44565	489.0373	404.19214	502.18643	480.36005	519.32416
AMMECR1	4154.6733	5181.696	4003.6897	4512.3306	3812.0815	4820.4653	4529.2417	4233.032
AMMECR1L	8295.45	6449.63	9497.557	5444.7324	8727.25	6050.6274	11156.049	6613.435
AMN	2284.785	2188.5466	2402.9148	2316.7168	2544.6482	2306.0352	2320.8247	2268.1926
AMN1	364.30975	758.9874	348.42194	602.3917	320.575	712.0868	349.91043	714.5741
AMOT	69.43779	442.23038	158.75487	358.58795	400.794	444.0225	82.78683	345.23425
AMOTL1	1118.529	1323.2983	1147.8085	1271.738	1304.4053	1482.4872	1233.082	1378.5829
AMOTL2	19677.045	22935.523	23012.672	20102.68	20299.016	22386.113	28124.412	19973.572
AMPD1	19.65137	28.175402	22.271019	19.71222	23.441647	20.96894	21.99566	18.56657
AMPD2	1187.2582	1320.9316	1350.1677	1243.5416	1238.0823	1282.9318	1488.6917	1289.1759
AMPD3	1344.2793	1954.1692	1415.5311	1501.2123	1170.6919	1709.6573	1752.8467	1574.6123
AMT	212.71754	145.54143	178.66208	135.84932	155.16808	140.77489	177.4406	123.58721
AMZ1	18195.977	24929.43	19096.615	21829.594	17214.729	20691.588	20569.898	23837.67
AMZ2	19536.68	21737.148	21978.396	16402.867	17949.01	18392.707	24080.906	18909.746
AMZ2P1	11544.864	11655.484	11506.42	9459.524	10672.841	11017.879	12974.104	10364.207
ANAPC1	8696.809	8092.664	9743.666	6451.438	8449.823	7412.558	10003.35	6206.5835
ANAPC10	2246.7725	1676.4725	1970.5188	1512.3999	1899.0596	1604.7993	2282.089	1522.1931
ANAPC11	220918.5	294656.88	226018.8	250138.45	216232.7	290716.97	255994.55	255166.7
ANAPC13	5047.524	5827.5225	5091.8706	5149.043	4907.721	5716.4043	6207.798	5125.5093
ANAPC15	3666.435	3774.8887	3962.725	3431.0996	3550.154	3446.9653	4158.9956	3727.3523
ANAPC16	712.77527	1478.8345	727.91614	1252.3652	647.7304	1437.794	854.51904	1273.1208
ANAPC1P1	103.39556	94.53324	105.11099	99.836586	106.33572	109.73509	144.31372	104.2682
ANAPC2	178.16902	231.35031	164.66171	240.61996	195.86336	235.42546	213.532	232.94374
ANAPC4	5251.396	6736.061	5474.2534	5712.011	4970.4917	6191.6265	5893.2	5370.2227
ANAPC5	49091.582	69324.49	52052.81	56284.754	47082.254	62376.285	57724.434	58065.543
ANAPC7	1824.4456	2584.835	1912.4623	2325.0337	1834.984	2464.4365	2125.0596	2392.927
ANG	596.1778	931.9496	664.11224	726.2426	597.761	889.6855	753.70123	820.71826
ANGEL1	462.90378	660.0106	460.57184	569.2095	457.7597	628.8141	516.24713	590.93274
ANGEL2	2299.371	4118.8535	2322.8828	3448.4648	2218.616	3739.3289	2448.261	3175.2598
ANGPT1	21.232412	27.730436	22.036991	19.7918	24.268816	42.972607	21.838537	24.579592
ANGPTL4	32836.74	21256.635	32574.557	19291.998	28895.645	20601.102	59334.773	32066.02
